CustomerKey,CustomerAlternateKey,FirstName,MiddleInitial,LastName,MaritalStatus,Gender,DateOfBirth,PhoneNumber,StreetAddress,City,StateProvinceCode,StateProvinceName,CountryCode,CountryName,PostCode 
14255,AW00014255,Jonathan,L,Jackson,S,M,1943-02-26,674-555-0110,769 Algiers Drive,Edmonds,WA,Washington,US,United States,98020
14256,AW00014256,Elizabeth,,Robinson,S,F,1943-05-17,314-555-0155,2507 Winterglenn Way,Lynnwood,WA,Washington,US,United States,98036
14257,AW00014257,James,,Carter,M,M,1943-02-01,311-555-0117,9293 Balhan Dr.,National City,CA,California,US,United States,91950
14258,AW00014258,Haley,,Foster,S,F,1944-07-18,479-555-0116,128, avenue des Champs-Elysées,San Carlos,CA,California,US,United States,94070
14259,AW00014259,Antonio,D,Flores,S,M,1953-03-03,1 (11) 500 555-0129,3891 Garnet Lane,Melton,VIC,Victoria,AU,Australia,3337
14260,AW00014260,Frank,M,Ruiz,S,M,1953-12-10,1 (11) 500 555-0164,330 Jamie Way,Warrnambool,VIC,Victoria,AU,Australia,3280
14261,AW00014261,Meredith,S,Subram,S,F,1953-02-13,1 (11) 500 555-0118,8995 Kirker Pass,Rhodes,NSW,New South Wales,AU,Australia,2138
14262,AW00014262,Jon,L,He,M,M,1953-11-11,1 (11) 500 555-0153,3440 Concord Ct.,Port Macquarie,NSW,New South Wales,AU,Australia,2444
14263,AW00014263,Nina,L,Lal,S,F,1954-02-24,1 (11) 500 555-0145,4753 Montanya Court,Silverwater,NSW,New South Wales,AU,Australia,2264
14264,AW00014264,Karl,R,Lal,S,M,1954-02-08,1 (11) 500 555-0112,960 Pansy Dr.,Seaford,VIC,Victoria,AU,Australia,3198
14265,AW00014265,Garrett,J,Bell,S,M,1975-03-17,394-555-0194,5602 Claycord Avenue,Shawnee,BC,British Columbia,CA,Canada,V8Z 4N5
14266,AW00014266,Cory,J,Patel,M,M,1975-05-27,498-555-0150,2075 Alvina Dr.,Bellingham,WA,Washington,US,United States,98225
14267,AW00014267,Lauren,I,Wood,S,F,1975-09-13,381-555-0117,7511 Cooper Dr.,Corvallis,OR,Oregon,US,United States,97330
14268,AW00014268,Isabella,,Roberts,S,F,1975-02-17,100-555-0115,6812 Farm Bureau Rd.,Beverly Hills,CA,California,US,United States,90210
14269,AW00014269,Tony,M,She,M,M,1975-11-19,127-555-0152,8716 San Remo Ct,Beverly Hills,CA,California,US,United States,90210
14270,AW00014270,James,F,Ross,S,M,1975-01-25,154-555-0163,3099 Morello Court,La Jolla,CA,California,US,United States,92806
14271,AW00014271,Lucas,,Wright,M,M,1974-03-03,649-555-0138,658 Cardinal Dr,Spokane,WA,Washington,US,United States,99202
14272,AW00014272,Sydney,,Ward,S,F,1974-03-03,618-555-0128,8197 Haviland Place,Puyallup,WA,Washington,US,United States,98371
14273,AW00014273,Angel,,Parker,S,M,1973-05-05,815-555-0120,6045 Holiday Hills Dr.,San Gabriel,CA,California,US,United States,91776
14274,AW00014274,Edward,D,Williams,M,M,1976-07-09,483-555-0139,460 Skyline Dr,Royal Oak,BC,British Columbia,CA,Canada,V8X
14275,AW00014275,Arthur,,Prasad,S,M,1955-02-02,1 (11) 500 555-0113,8150 Las Trampas,Findon,SA,South Australia,AU,Australia,5023
14276,AW00014276,Melody,H,Suarez,S,F,1955-07-10,1 (11) 500 555-0152,3556 St. Geemain Lane,Townsville,QLD,Queensland,AU,Australia,4810
14277,AW00014277,Jerry,C,She,S,M,1956-04-27,1 (11) 500 555-0129,4920 Orange St,Rockhampton,QLD,Queensland,AU,Australia,4700
14278,AW00014278,Olivia,J,Sanchez,M,F,1958-07-21,1 (11) 500 555-0191,8958 Las Palmas,Melbourne,VIC,Victoria,AU,Australia,3000
14279,AW00014279,Taylor,,Barnes,M,F,1958-08-04,1 (11) 500 555-0147,9901 East Lake Court,Warrnambool,VIC,Victoria,AU,Australia,3280
14280,AW00014280,Isaac,,Oliver,S,M,1973-02-15,978-555-0173,402 Saxon St.,Bremerton,WA,Washington,US,United States,98312
14281,AW00014281,Daniel,K,Wilson,S,M,1973-07-06,478-555-0188,4609 Parkway Drive,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
14282,AW00014282,Brianna,H,Lewis,S,F,1974-03-23,108-555-0114,8837 Almond Avenue,Newton,BC,British Columbia,CA,Canada,V2L3W8
14283,AW00014283,Seth,E,Simmons,S,M,1974-10-08,274-555-0175,4442 Carlos Dr.,Lake Oswego,OR,Oregon,US,United States,97034
14284,AW00014284,Wyatt,M,Anderson,S,M,1974-06-17,276-555-0138,1411 Ranch Drive,Sedro Woolley,WA,Washington,US,United States,98284
14285,AW00014285,Taylor,J,Hughes,S,F,1974-12-04,124-555-0194,1398 Yorba Linda,Burlingame,CA,California,US,United States,94010
14286,AW00014286,Kristine,,Hernandez,M,F,1959-04-12,1 (11) 500 555-0140,6785 Union St.,Newcastle,NSW,New South Wales,AU,Australia,2300
14287,AW00014287,Derek,,Xie,S,M,1959-08-27,1 (11) 500 555-0162,5448 Contuti Avenue,Port Macquarie,NSW,New South Wales,AU,Australia,2444
14288,AW00014288,Christina,M,Ramirez,S,F,1966-03-09,628-555-0176,9112 Park Highlands,El Cajon,CA,California,US,United States,92020
14289,AW00014289,Jessica,,Martinez,S,F,1966-08-22,901-555-0112,8863 San Miguel Rd.,Santa Cruz,CA,California,US,United States,95062
14290,AW00014290,Jonathan,,Wilson,S,M,1957-03-10,862-555-0140,8582 Condor Dr.,Corvallis,OR,Oregon,US,United States,97330
14291,AW00014291,Tyler,,White,S,M,1957-08-20,276-555-0179,3626 N Ranchford Court,Oak Bay,BC,British Columbia,CA,Canada,V8P
14292,AW00014292,Isabella,,Ross,S,F,1957-09-28,111-555-0122,5805 Churchill Dr.,Concord,CA,California,US,United States,94519
14293,AW00014293,Kyle,S,Campbell,M,M,1957-02-15,372-555-0141,6300 Colfax Street,Daly City,CA,California,US,United States,94015
14294,AW00014294,Steven,L,Gray,M,M,1957-11-22,368-555-0133,4880 Viewpoint Ct.,El Cajon,CA,California,US,United States,92020
14295,AW00014295,Hannah,,Thomas,S,F,1957-07-14,514-555-0196,1737 Thomas Ave.,West Covina,CA,California,US,United States,91791
14296,AW00014296,Benjamin,E,Russell,M,M,1957-05-17,810-555-0131,9088 Almaden Dr,Beaverton,OR,Oregon,US,United States,97005
14297,AW00014297,Kristin,,Raji,M,F,1957-01-12,892-555-0121,782 Veale Avenue,Bellflower,CA,California,US,United States,90706
14298,AW00014298,Kaitlyn,R,Jenkins,M,F,1957-07-14,955-555-0128,7496 Sunset Meadows,Los Angeles,CA,California,US,United States,90012
14299,AW00014299,Jermaine,A,Chandra,M,M,1967-06-11,1 (11) 500 555-0192,7741 Thunderbird Dr.,Goulburn,NSW,New South Wales,AU,Australia,2580
14300,AW00014300,Colin,B,He,S,M,1967-02-01,1 (11) 500 555-0196,3144 Via Rerrari,Seaford,VIC,Victoria,AU,Australia,3198
14301,AW00014301,Ruben,B,Vazquez,M,M,1962-03-17,1 (11) 500 555-0162,5678 Mcelroy Court,Port Macquarie,NSW,New South Wales,AU,Australia,2444
14302,AW00014302,April,,Beck,S,F,1962-07-15,1 (11) 500 555-0144,2354 Caravelle Ct,Brisbane,QLD,Queensland,AU,Australia,4000
14303,AW00014303,Briana,J,Ramos,M,F,1962-06-20,1 (11) 500 555-0174,2944 Shuey Ave.,Port Macquarie,NSW,New South Wales,AU,Australia,2444
14304,AW00014304,Jacquelyn,,Jimenez,M,F,1962-02-15,1 (11) 500 555-0122,8102 Birch Bark Road,Melbourne,VIC,Victoria,AU,Australia,3000
14305,AW00014305,Brendan,L,Shen,M,M,1962-07-11,1 (11) 500 555-0162,8396 Vista Way,Goulburn,NSW,New South Wales,AU,Australia,2580
14306,AW00014306,Byron,,Ramos,M,M,1961-05-08,1 (11) 500 555-0192,6046 Freya Way,Hobart,TAS,Tasmania,AU,Australia,7001
14307,AW00014307,Ross,E,Perez,M,M,1961-06-05,1 (11) 500 555-0198,2816 Hemlock Drive,Darlinghurst,NSW,New South Wales,AU,Australia,2010
14308,AW00014308,Marie,A,Ramos,S,F,1966-08-27,1 (11) 500 555-0126,5704 Laverne Avenue,Lane Cove,NSW,New South Wales,AU,Australia,1597
14309,AW00014309,Orlando,,Sanz,S,M,1966-05-09,1 (11) 500 555-0181,1306 Kaski Ln,Perth,SA,South Australia,AU,Australia,6006
14310,AW00014310,Jon,O,Zeng,S,M,1966-07-22,1 (11) 500 555-0166,6327 Mount Olivet Ct.,Rhodes,NSW,New South Wales,AU,Australia,2138
14311,AW00014311,Erik,M,Alvarez,S,M,1966-04-14,1 (11) 500 555-0110,2348 Polaris Dr.,Sydney,NSW,New South Wales,AU,Australia,1002
14312,AW00014312,Claudia,A,Lin,M,F,1960-10-26,1 (11) 500 555-0157,3153 Glaze Ct,Caloundra,QLD,Queensland,AU,Australia,4551
14313,AW00014313,Christian,L,Smith,M,M,1960-10-14,1 (11) 500 555-0117,5248 Gladstone Drive,Port Macquarie,NSW,New South Wales,AU,Australia,2444
14314,AW00014314,Katherine,R,Cooper,M,F,1965-01-16,1 (11) 500 555-0174,7728 Condor Place,Hobart,TAS,Tasmania,AU,Australia,7001
14315,AW00014315,Carl,,Chander,S,M,1964-07-04,1 (11) 500 555-0131,4264 C Street,Townsville,QLD,Queensland,AU,Australia,4810
14316,AW00014316,Leonard,,Anand,M,M,1962-01-07,1 (11) 500 555-0161,2786 Class Avenue,Coffs Harbour,NSW,New South Wales,AU,Australia,2450
14317,AW00014317,Steve,,Liang,S,M,1962-08-22,1 (11) 500 555-0138,3787 Browse St,Lavender Bay,NSW,New South Wales,AU,Australia,2060
14318,AW00014318,Seth,R,Rogers,M,M,1962-10-18,1 (11) 500 555-0139,1440 Azores Circle,Rockhampton,QLD,Queensland,AU,Australia,4700
14319,AW00014319,Renee,L,Sanz,M,F,1962-12-25,1 (11) 500 555-0165,8838 Kirker Pass Road,Warrnambool,VIC,Victoria,AU,Australia,3280
14320,AW00014320,Amy,,Hu,M,F,1961-02-04,1 (11) 500 555-0146,9362 Akyn Rock Drive,Perth,SA,South Australia,AU,Australia,6006
14321,AW00014321,Jackson,,Evans,M,M,1958-10-26,1 (11) 500 555-0136,7078 Kenston Dr.,Sunbury,VIC,Victoria,AU,Australia,3429
14322,AW00014322,Sydney,,Thomas,S,F,1958-07-10,1 (11) 500 555-0177,3242 Coralie Drive,Coffs Harbour,NSW,New South Wales,AU,Australia,2450
14323,AW00014323,Colin,,Tang,S,M,1957-09-20,1 (11) 500 555-0138,8783 Blocking Ct,Rhodes,NSW,New South Wales,AU,Australia,2138
14324,AW00014324,Jessie,,Alvarez,S,F,1957-03-10,1 (11) 500 555-0184,9351 W Lake Drive,South Melbourne,VIC,Victoria,AU,Australia,3205
14325,AW00014325,Crystal,L,Li,S,F,1957-07-05,1 (11) 500 555-0135,9676 Hidden Lakes Court,Melbourne,VIC,Victoria,AU,Australia,3000
14326,AW00014326,Joe,A,Perez,S,M,1957-04-02,1 (11) 500 555-0189,8703 Carleton Street,Townsville,QLD,Queensland,AU,Australia,4810
14327,AW00014327,Kyle,B,Butler,S,M,1976-02-19,781-555-0134,4844 Spring Water St,Downey,CA,California,US,United States,90241
14328,AW00014328,Andrea,L,Rogers,S,F,1976-08-08,830-555-0152,9669 Cynthia Dr.,Shawnee,BC,British Columbia,CA,Canada,V9B 2C3
14329,AW00014329,Holly,,Sanchez,S,F,1976-01-20,617-555-0150,2157 Clark Creek Lane,Burbank,CA,California,US,United States,91502
14330,AW00014330,Matthew,,Harris,M,M,1976-10-05,192-555-0119,7554 Lakeview Pl.,Sooke,BC,British Columbia,CA,Canada,V0
14331,AW00014331,Timothy,,Murphy,S,M,1980-02-24,919-555-0148,7541 B Wildbrook Ct.,Milwaukie,OR,Oregon,US,United States,97222
14332,AW00014332,Jade,I,Rogers,S,F,1980-04-21,974-555-0128,5010 C Mt. Hood Circle,N. Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
14333,AW00014333,Bobby,L,Suri,S,M,1980-04-04,312-555-0136,2312 Richard Ave.,Bremerton,WA,Washington,US,United States,98312
14334,AW00014334,Patrick,M,Murphy,M,M,1980-07-25,276-555-0144,746 Whiteaben Drive,Walla Walla,WA,Washington,US,United States,99362
14335,AW00014335,Allison,L,Cox,M,F,1978-09-13,774-555-0160,5896 Northpoint Ct,Walla Walla,WA,Washington,US,United States,99362
14336,AW00014336,Gabriel,,Baker,M,M,1978-08-07,952-555-0197,4983 Hilltop Road,Beaverton,OR,Oregon,US,United States,97005
14337,AW00014337,Olivia,,Coleman,S,F,1978-03-01,113-555-0111,5759 Benton Street,Oregon City,OR,Oregon,US,United States,97045
14338,AW00014338,Natalie,M,Taylor,M,F,1978-05-25,932-555-0165,5033 N. 8th St.,Cliffside,BC,British Columbia,CA,Canada,V8Y 1L1
14339,AW00014339,Brandy,,Suri,S,F,1977-12-02,121-555-0111,2082 S. Bascom Ave.,Bellflower,CA,California,US,United States,90706
14340,AW00014340,Miranda,D,Butler,S,F,1977-04-01,414-555-0179,4554 Bates Court,Salem,OR,Oregon,US,United States,97301
14341,AW00014341,Sean,,Sanders,M,M,1979-10-23,514-555-0114,9306 Cleveland Road,Langley,BC,British Columbia,CA,Canada,V3A 4R2
14342,AW00014342,Beth,L,Ruiz,S,F,1979-03-26,190-555-0177,835 Magic Dr.,Ballard,WA,Washington,US,United States,98107
14343,AW00014343,Xavier,,Turner,M,M,1979-07-24,155-555-0151,5484 Viking Dr,Corvallis,OR,Oregon,US,United States,97330
14344,AW00014344,Kurt,A,Xie,S,M,1939-09-21,1 (11) 500 555-0137,7614 Heron Ct,Gold Coast,QLD,Queensland,AU,Australia,4217
14345,AW00014345,Kristi,,Rodriguez,M,F,1940-02-09,1 (11) 500 555-0195,9519 Mountain View Drive,Bendigo,VIC,Victoria,AU,Australia,3550
14346,AW00014346,Evelyn,,Perez,S,F,1941-06-01,1 (11) 500 555-0114,1297 Zulu Court,Goulburn,NSW,New South Wales,AU,Australia,2580
14347,AW00014347,Tara,I,Goel,S,F,1941-05-17,1 (11) 500 555-0113,5634 Blue Ridge Drive,Malabar,NSW,New South Wales,AU,Australia,2036
14348,AW00014348,Alex,T,Scott,M,M,1942-11-16,1 (11) 500 555-0184,105 Clark Creek Lane,Port Macquarie,NSW,New South Wales,AU,Australia,2444
14349,AW00014349,Nicole,,Griffin,M,F,1976-05-11,381-555-0139,6111 Guadalajara,Oregon City,OR,Oregon,US,United States,97045
14350,AW00014350,Emily,W,Moore,S,F,1976-06-08,355-555-0139,104 Kaski Ln.,Portland,OR,Oregon,US,United States,97205
14351,AW00014351,Riley,,Gray,S,F,1976-02-02,399-555-0190,7906 Star Tree Court,Berkeley,CA,California,US,United States,94704
14352,AW00014352,Melissa,,Butler,S,F,1975-03-18,990-555-0186,206 Greenview Court,Lynnwood,WA,Washington,US,United States,98036
14353,AW00014353,Erin,I,Reed,S,F,1975-06-15,791-555-0118,3866 Mt. Everest Court,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
14354,AW00014354,Seth,,Green,S,M,1974-07-28,153-555-0188,8206 H Street,San Carlos,CA,California,US,United States,94070
14355,AW00014355,Ian,,King,M,M,1973-11-11,988-555-0130,9199 Park Glenn,Lebanon,OR,Oregon,US,United States,97355
14356,AW00014356,Isabella,A,Baker,S,F,1967-07-19,343-555-0155,8473 Larkwood Ct.,San Gabriel,CA,California,US,United States,91776
14357,AW00014357,Dalton,M,Collins,M,M,1967-07-13,342-555-0162,7538 Sherry Circle,Santa Cruz,CA,California,US,United States,95062
14358,AW00014358,Amanda,A,Watson,M,F,1967-12-22,132-555-0148,2097 Bluetail,Kirkland,WA,Washington,US,United States,98033
14359,AW00014359,Eduardo,R,Henderson,M,M,1968-11-02,911-555-0117,9754 Olivera,Metchosin,BC,British Columbia,CA,Canada,V9
14360,AW00014360,Samantha,,Patterson,S,F,1959-04-17,722-555-0149,9937 Las Lomas Way,Mill Valley,CA,California,US,United States,94941
14361,AW00014361,Franklin,D,Raje,M,M,1959-01-24,136-555-0165,8454 Mount Circle,Bremerton,WA,Washington,US,United States,98312
14362,AW00014362,Roberto,W,Gill,S,M,1972-05-03,874-555-0130,6720 Primrose Dr.,Beaverton,OR,Oregon,US,United States,97005
14363,AW00014363,Natalie,,Long,S,F,1973-09-04,467-555-0158,7355 San Benito,Westminster,BC,British Columbia,CA,Canada,V3L 1E7
14364,AW00014364,Mario,H,Rai,M,M,1973-03-09,404-555-0132,4420 Tuolumne St.,Berkeley,CA,California,US,United States,94704
14365,AW00014365,Evan,S,Ward,M,M,1973-05-19,584-555-0170,7098 Walnut Blvd.,Long Beach,CA,California,US,United States,90802
14366,AW00014366,Anna,S,Brooks,S,F,1971-01-22,316-555-0152,9745 Bonita Ct.,Marysville,WA,Washington,US,United States,98270
14367,AW00014367,Courtney,M,Green,S,F,1971-03-01,811-555-0123,7446 The Alameda,Milwaukie,OR,Oregon,US,United States,97222
14368,AW00014368,Richard,,Thompson,M,M,1971-03-15,286-555-0164,9715 San Francisco,Concord,CA,California,US,United States,94519
14369,AW00014369,Devin,J,Sanchez,M,M,1971-08-20,650-555-0181,7747 Relis Valley Road,Oregon City,OR,Oregon,US,United States,97045
14370,AW00014370,Meghan,,Dominguez,M,F,1972-09-09,753-555-0119,3610 Seal Way,Burnaby,BC,British Columbia,CA,Canada,V3J 6Z3
14371,AW00014371,Jeremiah,,Lewis,M,M,1972-06-08,163-555-0125,2527 Mohawk Drive,Sooke,BC,British Columbia,CA,Canada,V0
14372,AW00014372,Kaitlyn,L,Washington,M,F,1972-07-11,145-555-0131,7964 Gentrytown Drive,Port Orchard,WA,Washington,US,United States,98366
14373,AW00014373,Ricardo,,Jai,M,M,1972-06-14,586-555-0115,9020 Starflower Dr.,Burlingame,CA,California,US,United States,94010
14374,AW00014374,David,,Yang,M,M,1972-09-18,480-555-0131,9083 Eastgate Avenue,National City,CA,California,US,United States,91950
14375,AW00014375,Alexandra,,Moore,M,F,1970-05-12,115-555-0117,8191 Scenic Ct.,Walla Walla,WA,Washington,US,United States,99362
14376,AW00014376,Faith,A,Torres,S,F,1944-04-19,540-555-0194,1697 Charlotte Court,Everett,WA,Washington,US,United States,98201
14377,AW00014377,Paula,D,Ruiz,S,F,1944-06-09,638-555-0164,3603 Stinson,Bellingham,WA,Washington,US,United States,98225
14378,AW00014378,Cory,A,Mehta,S,M,1944-09-01,598-555-0147,7907 Eagle Peak Road,Burlingame,CA,California,US,United States,94010
14379,AW00014379,Richard,C,Foster,M,M,1944-02-22,932-555-0117,5592 Byers Rd.,Fremont,CA,California,US,United States,94536
14380,AW00014380,Kaylee,K,Watson,M,F,1944-07-11,120-555-0165,1752 Amaryllis Drive,Lebanon,OR,Oregon,US,United States,97355
14381,AW00014381,Alexa,,Cooper,S,F,1944-12-22,493-555-0133,2697 Mt. Everest Ct.,Corvallis,OR,Oregon,US,United States,97330
14382,AW00014382,Darren,,Blanco,S,M,1944-11-06,126-555-0199,3457 Hitchcock,Berkeley,CA,California,US,United States,94704
14383,AW00014383,Marvin,L,Ferrier,M,M,1945-05-21,474-555-0172,2942 Berkhire Court,Concord,CA,California,US,United States,94519
14384,AW00014384,Rachel,F,Miller,M,F,1945-05-22,903-555-0193,7335 Imperial Dr.,Sedro Woolley,WA,Washington,US,United States,98284
14385,AW00014385,Maria,,Hall,M,F,1945-10-20,722-555-0190,851 Solano Drive,Lebanon,OR,Oregon,US,United States,97355
14386,AW00014386,Marissa,,Wood,S,F,1946-07-20,538-555-0190,4430 Alexander Pl,Glendale,CA,California,US,United States,91203
14387,AW00014387,Brittany,,Hughes,M,F,1946-12-02,517-555-0198,1651 Geranium Court,Langley,BC,British Columbia,CA,Canada,V3A 4R2
14388,AW00014388,Kaylee,,Rogers,M,F,1946-07-15,461-555-0130,953 Trafalgar Circle,National City,CA,California,US,United States,91950
14389,AW00014389,Ryan,,Harris,M,M,1947-08-02,871-555-0199,4654 Marina View Pkwy.,Downey,CA,California,US,United States,90241
14390,AW00014390,Logan,,Kumar,M,M,1947-11-22,673-555-0165,6719 Santa Teresa Dr,Santa Monica,CA,California,US,United States,90401
14391,AW00014391,Jason,,Long,M,M,1947-03-08,931-555-0160,2713 Chinquapin Court,Sedro Woolley,WA,Washington,US,United States,98284
14392,AW00014392,Justin,T,Jackson,M,M,1947-08-24,819-555-0172,1906 Twinview Place,Yakima,WA,Washington,US,United States,98901
14393,AW00014393,José,J,Perez,S,M,1947-10-05,346-555-0180,1950 Crown Court,Corvallis,OR,Oregon,US,United States,97330
14394,AW00014394,Jacob,,Rodriguez,M,M,1947-10-07,815-555-0188,1873 Lyon Circle,Bellingham,WA,Washington,US,United States,98225
14395,AW00014395,Devin,J,Reed,S,M,1947-03-23,871-555-0116,4851 Flora Ave.,Grossmont,CA,California,US,United States,91941
14396,AW00014396,Zoe,S,Sanchez,S,F,1948-04-17,137-555-0150,792 Rahn Court,Olympia,WA,Washington,US,United States,98501
14397,AW00014397,Sierra,,Edwards,S,F,1948-03-24,267-555-0113,8768 Valley Ave,Port Orchard,WA,Washington,US,United States,98366
14398,AW00014398,James,,Anderson,M,M,1948-09-10,149-555-0142,6267 Concord Royale,Spokane,WA,Washington,US,United States,99202
14399,AW00014399,Jeremy,L,Peterson,S,M,1948-05-06,270-555-0144,1035 Arguello Blvd.,San Diego,CA,California,US,United States,92102
14400,AW00014400,Brandon,E,Brown,S,M,1948-10-22,187-555-0120,6536 Diver Way,San Francisco,CA,California,US,United States,94109
14401,AW00014401,Jose,P,Kumar,M,M,1949-03-09,121-555-0117,9896 White Dr,Salem,OR,Oregon,US,United States,97301
14402,AW00014402,Hailey,J,Parker,S,F,1949-05-21,213-555-0169,8739 Twinview Drive,Tacoma,WA,Washington,US,United States,98403
14403,AW00014403,Angelica,,Russell,S,F,1949-03-19,785-555-0130,8117 Golden Leaf Way,Bellflower,CA,California,US,United States,90706
14404,AW00014404,Rachel,T,Davis,S,F,1950-09-27,173-555-0185,4385 Claudia Dr.,Ballard,WA,Washington,US,United States,98107
14405,AW00014405,Dylan,S,Walker,M,M,1950-06-01,771-555-0123,9698 N Lucile Lane,Bellingham,WA,Washington,US,United States,98225
14406,AW00014406,Carrie,M,Schmidt,M,F,1950-08-15,244-555-0136,5616 Bayside Way,Berkeley,CA,California,US,United States,94704
14407,AW00014407,Thomas,,Bryant,M,M,1950-06-04,603-555-0167,7402 Oakgrove Rd,Coronado,CA,California,US,United States,92118
14408,AW00014408,Jasmine,C,Cook,S,F,1950-08-14,702-555-0161,4305 Madrid,National City,CA,California,US,United States,91950
14409,AW00014409,Eric,,Wang,M,M,1950-04-26,508-555-0172,5363 Willow Pass Dr,National City,CA,California,US,United States,91950
14410,AW00014410,Arianna,,Brooks,M,F,1950-06-26,718-555-0172,7934 C Street,Newport Beach,CA,California,US,United States,92625
14411,AW00014411,Ashley,S,Johnson,S,F,1951-02-04,189-555-0116,3236 Wibur Ave.,Lake Oswego,OR,Oregon,US,United States,97034
14412,AW00014412,Nicole,J,Blue,S,F,1951-04-03,835-555-0114,4305 Amanda Circle,Lebanon,OR,Oregon,US,United States,97355
14413,AW00014413,Rachel,K,Patterson,M,F,1951-02-15,220-555-0196,6187 Barquentine Court,Chula Vista,CA,California,US,United States,91910
14414,AW00014414,Rachel,,Wilson,M,F,1951-09-14,230-555-0193,8577 Shakespeare Dr.,Coronado,CA,California,US,United States,92118
14415,AW00014415,William,C,Davis,M,M,1951-11-16,470-555-0162,2477 Everett Court,Long Beach,CA,California,US,United States,90802
14416,AW00014416,Madison,,Flores,M,F,1952-04-28,848-555-0191,2547 Boxer Blvd.,Oak Bay,BC,British Columbia,CA,Canada,V8P
14417,AW00014417,Ernest,H,Lu,S,M,1952-02-05,153-555-0154,4211 Las Lomas Way,Bellingham,WA,Washington,US,United States,98225
14418,AW00014418,Rebecca,W,Young,M,F,1952-04-26,220-555-0124,9088 Creed Ave,Lake Oswego,OR,Oregon,US,United States,97034
14419,AW00014419,Abigail,J,Ward,M,F,1952-05-13,546-555-0116,9440 Oakshire Place,Oregon City,OR,Oregon,US,United States,97045
14420,AW00014420,Chloe,,Wright,S,F,1952-08-19,622-555-0121,5394 Baywood Drive,Lynnwood,WA,Washington,US,United States,98036
14421,AW00014421,Hannah,W,Barnes,M,F,1952-07-28,883-555-0157,8200 Valley Manor,Woodburn,OR,Oregon,US,United States,97071
14422,AW00014422,Cara,,Lu,S,F,1958-11-06,1 (11) 500 555-0154,Räuscherweg 124,Stuttgart,SL,Saarland,DE,Germany,70511
14423,AW00014423,Jill,P,Ruiz,M,F,1958-06-20,1 (11) 500 555-0168,8102 Contuti Avenue,Cheltenham,ENG,England,GB,United Kingdom,GL50
14424,AW00014424,Stefanie,,Raman,S,F,1957-07-08,1 (11) 500 555-0111,21, avenue des Ternes,Verrieres Le Buisson,91,Essonne,FR,France,91370
14425,AW00014425,Victor,,Carlson,M,M,1957-08-18,1 (11) 500 555-0132,Celler Weg 40,Duesseldorf,HE,Hessen,DE,Germany,40434
14426,AW00014426,Madison,J,Hughes,M,F,1957-08-23,1 (11) 500 555-0160,Herzogstr 3998,Erlangen,BY,Bayern,DE,Germany,91054
14427,AW00014427,Emmanuel,,Patel,M,M,1956-05-08,1 (11) 500 555-0134,3410 Meadowbrook Dr.,London,ENG,England,GB,United Kingdom,SW8 1XD
14428,AW00014428,Cassie,,Andersen,S,F,1955-10-12,1 (11) 500 555-0145,Nollendorfplatz 2,Poing,SL,Saarland,DE,Germany,66041
14429,AW00014429,Lacey,,He,S,F,1955-07-25,1 (11) 500 555-0148,342 Summerfield Dr.,London,ENG,England,GB,United Kingdom,SW8 4BG
14430,AW00014430,Sydney,,Jones,M,F,1957-07-06,174-555-0143,1787 Acardia Pl.,Seattle,WA,Washington,US,United States,98104
14431,AW00014431,Kayla,A,Moore,M,F,1956-11-21,942-555-0171,8956 Birch Bark Road,Beverly Hills,CA,California,US,United States,90210
14432,AW00014432,Antonio,L,Russell,S,M,1933-08-24,813-555-0153,1674 Castle Hill Road,Port Orchard,WA,Washington,US,United States,98366
14433,AW00014433,Jennifer,H,Peterson,M,F,1933-06-05,917-555-0177,6020 Regency Dr.,Concord,CA,California,US,United States,94519
14434,AW00014434,Sophia,C,Hill,S,F,1933-03-28,128-555-0119,6345 St Paul Way,Daly City,CA,California,US,United States,94015
14435,AW00014435,Jennifer,,Wilson,M,F,1933-04-16,459-555-0149,6433 Dellwood Court,La Jolla,CA,California,US,United States,92806
14436,AW00014436,John,A,Martin,M,M,1965-09-04,718-555-0190,1312 Garaventa Dr.,Vancouver,BC,British Columbia,CA,Canada,V7L 4J4
14437,AW00014437,Mitchell,B,Anand,M,M,1965-08-02,174-555-0194,6905 Mendouno Dr.,Beaverton,OR,Oregon,US,United States,97005
14438,AW00014438,Gabrielle,,Gonzales,S,F,1965-04-16,743-555-0153,1274 Marlboro Court,Issaquah,WA,Washington,US,United States,98027
14439,AW00014439,Brian,E,Cox,M,M,1965-08-02,598-555-0152,3331 Keywood Ct.,Puyallup,WA,Washington,US,United States,98371
14440,AW00014440,Jon,K,Tang,M,M,1965-11-13,195-555-0180,2803 Fawn Glen Circle,Bellflower,CA,California,US,United States,90706
14441,AW00014441,William,N,Lewis,M,M,1965-11-07,171-555-0126,5722 San Simeon Ct.,Bellflower,CA,California,US,United States,90706
14442,AW00014442,Shelby,,Peterson,S,F,1965-06-24,789-555-0143,7307 Humphrey Drive,Lemon Grove,CA,California,US,United States,91945
14443,AW00014443,Benjamin,,Wilson,M,M,1965-11-04,321-555-0158,2979 Schenone Court,Mill Valley,CA,California,US,United States,94941
